song,singer,genre,album,userRating
Dhai Akhar,Mohammed Irfan,Romantic,Ishq Click,9.1/10
Chennai Express Mashup,Multiple,Dance,Chennai Express,9.1/10
Aaja Aaja Re Tujhko,"Asha Bhosle, Mahendra Kapoor",Romantic,Gumrah,8.8/10
Keh Do Ke Tum,"Amit Kumar, Anuradha Paudwal",Romantic,Tezaab,8.3/10
Ang Lag Ja Balma,Asha Bhosle,Romantic,Mera Naam Joker,8.1/10
Tanhaiyan,"Himesh Reshammiya, Sunidhi Chauhan",Sad,Aap Kaa Surroor,9.3/10
Dil Dil Deewana,"Alka Yagnik, Udit Narayan",Dance,Har Dil Jo Pyar Karega,9.2/10
Tere Mohalle,"Aishwarya Nigam, Mamta Sharma",Dance,Besharam,8.4/10
Mera Dil Ab Tera Ho Sajna,Lata Mangeshkar,Dance,Dil Apna Aur Preet Parai,8.3/10
Pyaar Yeh Jaane Kaise,"Kavita Krishnamurthy, Suresh Wadkar",Dance,Rangeela,9.1/10
Are Diwano Mujhe Pehchano,Kishore Kumar,Dance,Don,8.9/10
Aaj Din Chadheya,"Harshdeep Kaur, Irshad Kamil",Romantic,Love Aj Kal,9.6/10
Na Jaa,Asees Kaur,Sad,Jia Aur Jia,7.8/10
Mai Ri Mai,Harshdeep Kaur,Sad,Parched,9.5/10
Thori Se Jo Peeli Hai,Kishore Kumar,Dance,Namak Halaal,8.9/10
Desi Beat,"Amrita Kak, Mika Singh",Dance,Bodyguard,9.1/10
Lamha Lamha,Amit Mishra,Romantic,Sargoshiyan,9.0/10
Kaisi Yeh Judai Hain,Falak Shabir,Sad,Jannat,9.7/10
Chaudhvin Ka Chand,Mohammed Rafi,Romantic,Chaudhvin Ka Chand,9.2/10
Jeth Ki Dophar Mein,"Kumar Sanu, Poornima",Romantic,Coolie No. 1,8.2/10
Jingle Jingle,"Farhid, Master Saleem, Mohit Chauhan",Dance,Badmaash Company,9.4/10
Gadbad Ho Gayee,"Amit Kumar, Jolly, Kavita Krishnamurthy",Dance,Chaalbaaz,8.9/10
Hamare Gaon Koi,"Asha Bhosle, Lata Mangeshkar",Dance,Professor,8.6/10
Blue (Theme),"Dilshad, Jaspeert Singh, Neha Kakkar, Raqeeb Aalam, Sonu Kakkar",Dance,Blue,9.5/10
Main Kya Hoon,KK,Dance,Love Aj Kal,9.5/10
Chand Si Mehbooba Ho Meri,Mukesh,Romantic,Himalay Ki Godmein,9.1/10
Dagariyo Chalo,"Alka Yagnik, Udit Narayan",Dance,Chalte Chalte,9.4/10
Daaru Band Kal Se,"Sonu Nigam, Teesha Nigam",Dance,Singh Saab The Great,8.9/10
Adhoore Tum Adhoore Hum,"Alyssa Mendonsa, Vishal Dadlani",Dance,Break Up Ke Baad,9.6/10
Hai Rama,"Hariharan, Swarnalatha",Dance,Rangeela,9.1/10
Madhuban Mein Radhika Nache Re,Mohammed Rafi,Dance,Kohinoor,9.0/10
Main khiladi Tu Anari,"Abhijeet, Anu Malik",Dance,Main Khiladi Tu Anari,8.9/10
Main Pal Do Pal Ka Shayar,Mukesh,Sad,Kabhi Kabhie,9.0/10
Aashiyana,Salim Merchant,Dance,Fashion,9.2/10
Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",Dance,Ajnabee,9.3/10
Lapak Jhapak,"Armaan Malik, Siddharth Mahadevan, Yashita Sharma",Dance,Ghayal Once Again,9.0/10
Koi Mil Gaya,"K. S. Chithra, Udit Narayan",Romantic,Koi Mil Gaya,9.2/10
Senorita,"Abhay Deol, Farhan Akhtar, Hrithik Roshan",Dance,Zindagi Na Milegi Dobara,9.5/10
Ek Onkaar,Harshdeep Kaur,Devotional,Rang De Basanti,9.7/10
Twinkle Twinkle,"Rana Mazumder, Shreya Ghoshal",Dance,The Dirty Picture,7.8/10
Chupke Se Sun,"Alka Yagnik, Udit Narayan",Romantic,Mission Kashmir,9.4/10
Pal Bhar Ke Liye,"Kishore Kumar, Usha Khanna",Romantic,Johny Mera Naam,8.3/10
The Dirty Mashup,Multiple,Dance,Single,8.8/10
Tu Koi Aur Hai,,Sad,Tamasha,9.5/10
Mene Lagan Lagi,Jaspinder Nirula,Sad,Dil Kya Kare,8.9/10
Teri Kasam Main Hoon,Vinod Rathod,Dance,Prem Granth,7.4/10
Chahe Zubaan,Sonu Nigam,Romantic,Dil Hai Tumhaara,9.2/10
Mujhe Tu Jo Mila,Aaman Trikha,Romantic,Khel To Abb Shuru Hoga,8.6/10
Tu Roop Ki Rani Main Choron Ka Raja,"Lata Mangeshkar, Talat Mahmood",Dance,Roop Ki Rani Choron Ka Raja,8.8/10
Fake Ishq,"Altamash Faridi, Kailash Kher, Nakash Aziz",Sad,Housefull 3,9.0/10
Harry Is Not Bhramchari,"Ishq Bector, Jazzy B",Dance,Shaadi Ke Side Effects,9.1/10
Din Sara Guzara Tore Angana,"Lata Mangeshkar, Mohammed Rafi",Romantic,Junglee,8.1/10
Desi Romance,"Arijit Singh, Suchi",Dance,Shaadi Ke Side Effects,9.2/10
Do Hanson Ka Joda,Lata Mangeshkar,Sad,Gunga Jumna,8.3/10
Taki Oh Taki,"Asha Bhosle, Kishore Kumar",Dance,Himmatwala,8.3/10
Taki Oh Taki,"Asha Bhosle, Bappi Lahiri",Dance,Himmatwala,8.3/10
Yeh Raaste Hai Pyaar Ke,"Jaspinder Narula, Shaan",Dance,Yeh Raaste Hain Pyaar Ke,8.7/10
Mere Buddy,"Amitabh Bachchan, Armaan Malik",Dance,Bhoothnath,9.2/10
Chugliyaan,"Javed Ali, Sahir Ali Bagga",Dance,Once Upon A Time In Mumbaai Dobara,9.0/10
Mohe Chedo Na,Lata Mangeshkar,Dance,Lamhe,9.0/10
Ishq Vishq Pyaar Vyaar,"Alka Yagnik, Kumar Sanu",Romantic,Ishq Vishk,9.1/10
Jeeye To Jeeye Kaise (Duet Version),"Anuradha Paudwal, Kumar Sanu, S.P. Balasubrahmanyam",Romantic,Saajan,8.8/10
O Mehbooba,Mukesh,Romantic,Sangam,8.7/10
Alcholic (Remix),Yo Yo Honey Singh,Dance,The Shaukeens,9.4/10
Pehli Baar Mile Hain,S.P. Balasubrahmanyam,Dance,Saajan,9.1/10
Tu,"Papon, Shreya Ghoshal",Romantic,Bobby Jasoos,9.5/10
Rab Ka Shukrana,Mohit Chauhan,Romantic,Jannat 2,9.6/10
Ek But Banaoonga,Mohammed Rafi,Romantic,Asli Naqli,8.9/10
Muskurane (Unplugged),"Jeet Gannguli, Mohammed Irfan",Romantic,Citylights,9.6/10
Naina Milaike,"Madhushree, Sadhana Sargam",Dance,Saathiya,9.4/10
Full Jhol,"Akasa Singh, Mika Singh",Dance,Jackpot,8.6/10
O Saathi Re,"Shreya Ghoshal, Vishal Bhardwaj",Dance,Omkara,9.3/10
Awara Hoon,Mukesh,Dance,Awaara,9.3/10
Tere Pyar Mein Dil Deewana,"Alka Yagnik, Udit Narayan",Romantic,Coolie No. 1,8.6/10
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",Dance,Yaariyan,9.2/10
In Panchion Ko Dekh Kar,"Baby Sneha, Kavita Krishnamurthy, Shaan",Dance,Koi Mil Gaya,9.1/10
Lovely (Remix),"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",Dance,Happy New Year,9.1/10
Mere Mehboob Tujhe,Mohammed Rafi,Sad,Mere Mehboob,9.1/10
Naam Mera Premkali,Kavita Krishnamurthy,Dance,Chaalbaaz,9.1/10
Humka Peeni Hai Peeni,"Master Saleem, Shabab Sabri",Dance,Dabangg,9.2/10
Humka Peeni Hai,"Master Saleem, Shabab Sabri, Wajid",Dance,Dabangg,9.2/10
Bye Bye Miss Good Night,"Alka Yagnik, Kumar Sanu",Romantic,Saajan Chale Sasural,8.3/10
Bana Ke Kyon Bigada Re,Lata Mangeshkar,Sad,Zanjeer,8.1/10
Mausam Hai Bada Qatil,Sonu Nigam,Dance,Chup Chup Ke,9.1/10
Ram Narayan Baaja Bajaata,Udit Narayan,Dance,Saajan Chale Sasural,8.9/10
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",Dance,Dil To Pagal Hai,9.1/10
Yeh Joker,"Shweta Pandit, Sonu Nigam",Dance,Joker,9.3/10
Ae Mohabbat Zindabad,Mohammed Rafi,Sad,Mughal-E-Azam,9.1/10
Daiyya Maiyya,"Rasika Chandrashekhar, Shankar Mahadevan, Udit Narayan",Dance,Kill Dil,9.6/10
Yaad Mein Teri,"Lata Mangeshkar, Mohammed Rafi",Sad,Mere Mehboob,8.9/10
Hum To Dil Chahen Tumhara,"Hema Sardesai, Kumar Sanu",Romantic,Soldier,9.3/10
Tumsa Koi Pyaara,"Alka Yagnik, Kumar Sanu",Romantic,Khuddar,9.1/10
Diwani Tum Jawanon Ki,"Jolly Mukherjee, Mohammad Aziz, Sapna Mukherjee",Dance,Dayavan,7.7/10
Vadiya,Amit Trivedi,Dance,Udta Punjab,9.2/10
Sukh Karta (Ganpati Aarti),Amit Mishra,Devotional,Atithi Tum Kab Jaoge,9.2/10
O Sathiya,"Alka Yagnik, Udit Narayan",Dance,Saaya,9.3/10
Chuee Muee,"Asha Bhosle, Mohammed Aziz",Romantic,Himmat Aur Mehanat,8.8/10
Flip Your Collar Back,Benny Dayal,Dance,Raja Natwarlal,9.5/10
In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",Dance,Kya Kehna,9.1/10
Mahek Bhi,Shreya Ghoshal,Romantic,Aiyyaa,9.6/10
Dance Basanti (Remix),"Anushka Manchanda, Vishal Dadlani",Dance,Ungli,9.2/10
Do Dilon Ke,"Hariharan, Shreya Ghoshal",PatrioticSad,Partition 1947,9.4/10
Mere Angne Mein,Amitabh Bachchan,Dance,Laawaris,9.2/10
Raat Ko Neend Aati Nahi,"Alka Yagnik, Amit Kumar",Romantic,Judaai,8.9/10
Saiyyan,"Aaman Trikha, Swati Sharma",Romantic,1:13:7 Ek Tera Saath,9.5/10
Mere Ghulam Tera,"Alka Yagnik, Udit Narayan",Dance,Laadla,9.1/10
Sehra,Ankit Tiwari,Romantic,Do Lafzon Ki Kahani,9.5/10
Sharma Ke Ye Kyon Sab Pardanashi,"Asha Bhosle, Shamshad Begum.",Dance,Chaudhvin Ka Chand,8.5/10
Pyar Ko Ho Jane Do,"Kumar Sanu, Lata Mangeshkar",Romantic,Dushman,9.3/10
Dil Darbadar,Ankit Tiwari,Sad,PK,9.3/10
Rind Posh Maal,Shankar Mahadevan,Dance,Mission Kashmir,8.9/10
Main Hoon Deewana Tera,"Anjjan, Arijit Singh, Meet Bros",DanceRomantic,Ek Paheli Leela,9.0/10
Kaun Hai Woh,"Alisha Chinai, Udit Narayan",Dance,Ishq Vishk,9.4/10
Raju Chacha,"Francis Menezes, Jatin-Lalit, Sehar, Shaan, Shraddha Pandit, Shweta Pandit, Sneha Pant",Dance,Raju Chacha,9.2/10
Ankhon Se Tune Yeh Kya,"Alka Yagnik, Kumar Sanu",Romantic,Ghulam,8.9/10
Tik Tuk,"Daler Mehndi, Monali Thakur, Vishal Dadlani",Dance,Rascals,9.4/10
Yunhi Kat Jaayega,"Alka Yagnik, Kumar Sanu",Romantic,Hum Hai Rahi Pyaar Ke,9.1/10
Ali Maula,Salim Merchant,Motivational,Kurbaan,9.5/10
Yaara Yaara,"Alka Yagnik, Udit Narayan",Dance,Hum Tum,9.5/10
Kahin Se Aayi Rani – Kahin Se Aaya Raja,"Amit Kumar, Ishwari, Kavita Krishnamurthy, Shraddha Pandit, Shweta",Dance,Raju Chacha,9.1/10
Khuda Nigheban Ho,Lata Mangeshkar,Sad,Mughal-E-Azam,9.0/10
Dhoop Ke Makaan Sa,"Hitesh Sonik, Shekhar Ravjiani",Romantic,Break Up Ke Baad,9.6/10
Chheda Mera Dil Ne Tarana,Mohammed Rafi,Dance,Asli Naqli,9.0/10
Beliya,"Aditi Paul, Armaan Malik",Romantic,Mehrunisa V Lub U,8.9/10
Mahi,"Harshdeep Kaur, Shabab Sabri",Sad,Irada,9.6/10
Aisa Deewana,Sonu Nigam,Romantic,Dil Maange More,9.2/10
Har Har Gange,Aaman Trikha,Dance,Bhoothnath Returns,9.0/10
Khambe Jaisi Khadi Hai,Udit Narayan,DanceRomantic,Dil,9.0/10
Saawan Mein Lag Gayi Aag,Mika Singh,Dance,Woodstock Villa,8.8/10
Dhoom Dhaam,"Ankit Tiwari, Palak Muchhal",Romantic,Action Jackson,8.9/10
Aayi Re Aayi Re Khushi,Sunidhi Chauhan,Dance,Khushi,9.2/10
Mera Jahan,"Adnan Sami, Ananya Wadkar, Auriel Cordo",Sad,Taare Zameen Par,9.6/10
Let It Be,Shaan,Dance,Desi Boyz,9.3/10
Dua,"Kailash Kher, Marianne D'cruz Aiman, Sukhwinder Sing",Dance,Kurbaan,9.4/10
Badlapur,Multiple,Dance,Badlapur,9.4/10
Jab Chaye Tera Jadoo,Kanika Kapoor,Dance,Main Aur Charles,9.4/10
Gulon Mein Rang Bhare,Arijit Singh,Sad,Haider,9.5/10
Main Hi Main Hoon,Suresh Wadkar,Romantic,Ram Teri Ganga Maili,7.5/10
Yaad Teri Yaad,"Abhijeet Sawant, Shreya Ghoshal",Dance,Jawani Diwani: A Youthful Joyride,9.2/10
Shabe Firaq,"Himesh Reshammiya, Tulsi Kumar",Dance,Chup Chup Ke,9.4/10
Andaz Mera Mastana,Lata Mangeshkar,Dance,Dil Apna Aur Preet Parai,8.4/10
Pyaar Kar,"Kavita Krishnamurthy, Shaan, Udit Narayan",Dance,Single,8.9/10
Right Now (Remix),"Sunidhi Chauhan, Suzzane De Mello, Wajid",Dance,Housefull 2,8.5/10
Aao Na,Vishal Dadlani,Dance,Haider,9.7/10
Tere Pyar Mein Dildar,Lata Mangeshkar,Dance,Mere Mehboob,8.5/10
Hai Isi Men Pyar Ki Abroo,Lata Mangeshkar,Sad,Anpadh,8.9/10
Jhelum,Vishal Bhardwaj,Sad,Haider,9.6/10
Yaad Aayee,Adnan Sami,Romantic,Muskaan,9.0/10
Hai Jaana Hai Jaana,Sujatha Mohan,Dance,Pukar,7.1/10
F.U.N. Fun Funaa,Ali Zafar,Dance,Luv Ka The End,9.6/10
Muh Meetha Kara De,"Benny Dayal, Monali Thakur",Dance,Rabba Main Kya Karoon,9.2/10
Mere Khwabon Ka,Udit Narayan,Romantic,Jism,9.4/10
Mera Karma Tu,"Manhar Udhas, Mohammed Aziz, Suresh Wadkar",Patriotic,Karma,8.2/10
Jumme Kie Raat Hai (Remix),"Mika Singh, Palak Muchhal",Dance,Kick,8.8/10
Poore Chand,Shail Hada,Romantic,Goliyon Ki Rasleela Ram-leela,9.4/10
Janeman Ek Nazar Dekh Le,"Asha Bhosle, Lata Mangeshkar",Dance,Mere Mehboob,8.3/10
O Maa Tujhe Salaam,Jagjit Singh,Devotional,Khal Nayak,8.9/10
Holi Aayi Re,"Kishore Kumar, Lata Mangeshkar, Mahendra Kapoor",Dance,Mashaal,8.4/10
Aaja Mahiya,"Alka Yagnik, Udit Narayan",Dance,Yaadein,9.3/10
O Haseena Zulfonwale Jane Jahan,"Asha Bhosle, Mohammed Rafi",Dance,Teesri Manzil,9.2/10
Mora Gora Ang Laile,Lata Mangeshkar,Romantic,Bandini,9.4/10
Rangreza,"Abhijeet Sawant, Pragya Patra",Romantic,Rangreza,8.6/10
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",Dance,Yaariyan,8.8/10
Koshampa,"Aaman Trikha, Anweshaa, Sanchita Bhattacharya",Dance,Kaanchi,6.9/10
Sweety,"Aishwarya Nigam, Monali Thakur",Dance,Bobby Jasoos,8.6/10
Sheher Mein,"Karthik, Mohit Chuahaan",Dance,Rockstar,9.3/10
Mujhpe Har Haseena,"Alisha Chinai, Kumar Sanu, Sonu Nigam",Dance,Ishq Vishk,9.2/10
Mitra,"Amitabh Bhattacharya, Salim Merchant",Sad,Band Baaja Baaraat,9.5/10
Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke,Hemant Kumar,Motivational,Gunga Jumna,8.9/10
Tu Hi Tu,Ayushman Khurana,Romance,Nautanki Saala,9.4/10
No. 1 Punjabi,"Jaspinder Narula, Sonu Nigam",Dance,Chori Chori Chupke Chupke,9.0/10
Jeeley Yeh Lamhe,"Amit Mishra, Anupam Amod",Dance,Days Of Tafree,9.1/10
Aaur Main Khush Hoon,Ash King,Dance,Kahaani 2,9.2/10
Alvida,Mohammed Irfan,Romantic,Luv Shv Pyar Vyar,9.3/10
Bachalo Bachalo,"Alka Yagnik, Sonu Nigam",Dance,Khullam Khulla Pyaar Karen,8.2/10
Tujhpe Fida,"Shraddha Pandit, Sulaiman Merchant",Dance,Heroine,9.7/10
Kya Mil Gaya Hay Kya Kho Gaya,"Lata Mangeshkar, Mohammed Rafi",Dance,Sasural,8.6/10
Chittiyaan Kalaiyaan (Remix),"Kanika Kapoor, Meet Bros",Dance,Roy,8.3/10
Bumbro Bumbro,"Jaspinder Narula, Shankar Mahadevan, Sunidhi Chauhan",Dance,Mission Kashmir,8.9/10
Khul Kabhi Toh,Arijit Singh,Romantic,Haider,9.5/10
Pankhon Ko,Salim Merchant,Sad,Rocket Singh,9.6/10
Miliyo Re,"Monali Thakur, Rochak Kohli",Sad,Monsoon Shootout,9.1/10
Maula Sun Le Re,Papon,Sad,Madras Cafe,9.6/10
Sweeta,Adnan Sami,Dance,Kill Dil,9.4/10
Hona Hai Kya,Ram Sampath,Dance,Talaash,9.3/10
Ram Kare Aisa Ho Jaye,Mukesh,Romantic,Milan,8.8/10
Catch Me If U Can,Amaal Mallik,Dance,Force 2,9.1/10
Kabhi Tu Chalia Lagta Hai,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance,Patthar Ke Phool,9.1/10
Lakhon Tare Aasman Per,"Lata Mangeshkar, Mukesh",Sad,Hariyali Aur Rasta,8.9/10
Farrata,"Adityan, Armaan Malik",Dance,Tumhari Sulu,6.3/10
Ye Mera Dil Pagal Hai,"Asha Bhosle, S.P. Balasubrahmanyam",Dance,Gardish,9.2/10
Tune Maari Entriyaan (Remix),"Bappi Lahiri, KK, Neeti Mohan, Vishal Dadlani",Dance,Gunday,8.7/10
Dushman Dil Ka Jo,Kavita Krishnamurthy,Dance,Roop Ki Rani Choron Ka Raja,8.8/10
Deewane Hai Deewanon Ko,"Lata Mangeshkar, Mohammed Rafi",Dance,Zanjeer,8.7/10
Good Morning India,Sonu Nigam,Dance,Khushi,9.1/10
Aap Aye To Khayal,Mahendra Kapoor,Romantic,Gumrah,9.2/10
Holi Khelein,"Anmol Malik, Shreya Ghoshal",Dance,Begum Jaan,9.3/10
Kar Doon Kamaal,"Sukhwinder Singh, Sunidhi Chauhan",Dance,Mujhse Shaadi Karogi,9.0/10
Bekas Pe Karam Kijiye,Lata Mangeshkar,Sad,Mughal-E-Azam,9.1/10
Haath Chhute Bhi,Jagjit Singh,Sad,Pinjar,9.3/10
Yaadan Teriyan,Himesh Reshammiya,Sad,Dil Diya Hai,9.5/10
Is Shaane Karam Ka – Qawali,Nusrat Fateh Ali Khan,Devotional,Kachche Dhaage,8.7/10
Zulf Ki Chhaon Mein,"Asha Bhosle, Mohammed Rafi",Romantic,Phir Wohi Dil Laya Hoon,8.8/10
Jhoom Barabar Jhoom,"Aaman Trikha, Pawni Pandey, Shabab Sabri, Vineet Singh",Dance,Policegiri,8.6/10
Chhil Gaye Naina,"Dipanshu Pandit, Kanika Kapoor",Sad,NH 10,9.5/10
Jab Tum (Female),Shreya Ghoshal,Romantic,Shaadi Abhi Baaki Hai,8.3/10
Tandav,,Dance,Chaalbaaz,9.3/10
Tu Mujhe Suna,"Nitin Mukesh, Suresh Wadkar",Romantic,Chandni,8.8/10
Kabhi Khushboo,K.K.,Sad,Saaya,9.5/10
Matari Kotmari Tumba,Atul Kale,Dance,Jis Desh Mein Ganga Rehta Hai,8.3/10
Haule Haule (Remix),"Hard Kaur, Sukhwinder Singh",Dance,Rab Ne Bana Di Jodi,9.5/10
Horn OK Please,"Anushka Manchanda, Sukhwinder Singh, Yo Yo Honey Singh",Dance,Dedh Ishqiya,8.5/10
Raah Mein Un Se,"Alka Yagnik, Kumar Sanu",DanceRomantic,Vijaypath,8.6/10
Nazar Bachakar Chale Gaye Woh,Mohammed Rafi,Romantic,Dil Tera Deewana,9.1/10
Gudiya Rani,Lata Mangeshkar,Dance,Lamhe,7.7/10
Saara Saara Din Tum Kaam Karoge,Kavita Krishnamurthy,Romantic,Nigahen,7.8/10
Maine Pyar Kiya,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance,Maine Pyar Kiya,8.7/10
Haila Haila,"Alka Yagnik, Udit Narayan",Dance,Koi Mil Gaya,8.9/10
Dil Ye Ladaku,Monali Thakur,Romantic,Saala Khadoos,9.5/10
Pyaar Se Pyaar,Abhijeet,Dance,Raaz,9.2/10
Gunja Re Chandan,"Hemlata, Suresh Wadkar",Romantic,Nadiya Ke Paar,7.8/10
Ek Garam Chai Ki Pyali,Anu Malik,Dance,Har Dil Jo Pyar Karega,9.0/10
Noor E Khuda,"Adnan Sami, Shankar Ehsaan Loy, Shankar Mahadevan, Shreya Ghoshal",Motivational,My Name is Khan,9.6/10
Saadi Galli Aaja (Remix),Ayushman Khurana,Dance,Nautanki Saala,9.4/10
Tera Saath Ho,Falak Shabir,Romantic,7 Welcome To London,9.5/10
Odhli Chunariya Tere Naam Ki,"Alka Yagnik, Kumar Sanu",Dance,Pyaar Kiya To Darna Kya,8.5/10
Lakh Chhupao Chhup Na Sakega,Lata Mangeshkar,Dance,Asli Naqli,8.8/10
Naraaz Savera Hai,Kumar Sanu,Sad,Sangharsh,9.2/10
Tumse Pyar Ho Gaya,"Mili Nair, Neeti Mohan",Dance,Shaadi Ke Side Effects,9.3/10
Jaane Ye Kya Hua,KK,Romantic,Karthik Calling Karthik,9.7/10
Yeh Haseen Vadiyan Yeh Khula Aasman,"K. S. Chithra, S. P. Balasubramanyam",Romantic,Roja,9.1/10
Yaariyan Mashup,Multiple,Dance,Yaariyan,9.0/10
Main Hoon Roop Ki Rani,Kavita Krishnamurthy,Dance,Roop Ki Rani Choron Ka Raja,8.8/10
Prem Jogan Ban Ke,Ustad Bade Ghulam Ali,Sad,Mughal-E-Azam,9.4/10
Baap Ki Kasam,"Asha Bhosle, Kishore Kumar",Dance,Mawaali,8.6/10
Dil Jaane Jigar Tujhpe Nisar Kiya Hai,"Alka Yagnik, Kumar Sanu",Romantic,Saajan Chale Sasural,8.5/10
Ye Awaaz Hai,Monali Thakur,Sad,Indu Sarkar,9.2/10
Jawani Ki Rail Kahin Choot Na Jaye,"Anuradha, Shabbir Kumar",Dance,Coolie,8.0/10
Kuch To Baaki Hai,Himesh Reshammiya,Sad,Milenge Milenge,9.5/10
Main Pyar Ka Rahi Hoon,"Asha Bhosle, Mohammed Rafi",Romantic,Ek Musafir Ek Hasina,9.1/10
Kay Sera Sera,"Kavita Krishnamurthy, Shankar Mahadevan",Dance,Pukar,9.4/10
Leke Pahla Pahla Pyar,"Asha Bhosle, Mohammed Rafi, Shamshad Begum.",Dance,C.I.D,9.0/10
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,Romantic,Kalyug,9.2/10
Ek Tha Tiger Mashup,Multiple,Dance,Ek Tha Tiger,9.4/10
Gore Mukhde Pe Zulfa Di Chaava,"Aaman Trikha, Shabab Sabri, Shreya Ghoshal",Dance,Special 26,8.8/10
Ae Ishq Yeh Sab Duniyawale,Lata Mangeshkar,Romantic,Mughal-E-Azam,8.9/10
Kaun Main Haan Tum,"Alka Yagnik, Udit Narayan",Dance,Ajnabee,9.1/10
Shikayat Hai,Roop Kumar Rathod,Sad,Jism,9.3/10
Hai Hai Mirchi,"Alka Yagnik, Sukhwinder Singh",Dance,Biwi No.1,9.0/10
Ruk Ja O Janewali Ruk Ja,Mukesh,Dance,Kanhaiya,8.9/10
Majboor Tu Bhi Kahin,Amit Mishra,Sad,1920 - Evil Returns,8.9/10
Aao Milo Chalo,"Shaan, Ustad Sultan Khan",Dance,Jab We Met,9.7/10
Happy Ending,"Abhijeet Sawant, Debojit Saha, Harshit Saxena",Dance,Tees Maar Khan,9.3/10
O Jogi Jab Se Tu Aaya Mere Dwar,Lata Mangeshkar,Dance,Bandini,9.0/10
Meri Qismat Men Tu Nahin Shayad,"Lata Mangeshkar, Suresh Wadkar",Sad,Prem Rog,8.0/10
Chanchal Mann Ati Random,Divya Kumar,Dance,Shuddh Desi Romance,8.5/10
Purza,Arijit Singh,Dance,Akira,9.0/10
Ab Mujhko Jeena,Zubeen Garg,Dance,Aashayein,9.6/10
Chaar Botal Vodka (Remix),,Dance,Ragini MMS 2,9.3/10
Dheemi Dheemi,Hariharan,Romantic,1947: Earth,9.4/10
Dil Me Kayi Armaan,Aaman Trikha,Sad,Yeh Hai Judgement Hanged Till Death,9.5/10
Aahista Aahista,"Lucky Ali, Shreya Ghoshal",Romantic,Bachna Ae Haseeno,9.1/10
Sooraj Dooba Hai Yaron (Remix),"Aditi Singh Sharma, Arijit Singh",Dance,Roy,9.4/10
O Aasman Wale,Sonu Nigam,Sad,Aaja Meri Jaan,8.5/10
Bawla Sa Sapna,"Chorus, Diva",Dance,Shaadi Ke Side Effects,9.2/10
Bheegh Loon (Male),Ankit Tiwari,Romantic,Khamoshiyan,9.4/10
The Mutton Song,Krishna Beura,Dance,Love Ka The End,9.1/10
O Basanti Pavan,,Dance,Jis Desh Mein Ganga Behti Hai,8.7/10
Yeh Umar Hai Kya,"Asha Bhosle, Manna Dey",Dance,Professor,9.1/10
Mein Sharabi (Remix),Yo Yo Honey Singh,Dance,Cocktail,9.4/10
Poore Se Zara Sa Kam Hain,Rashid Khan,Sad,Mausam,9.4/10
Brothers Mashup,Multiple,Dance,Brothers,9.4/10
Mili Khaak Mein Mohabbat,Mohammed Rafi,Sad,Chaudhvin Ka Chand,9.0/10
Laila Majnu,"Javed Ali, Monali Thakur",Dance,Awesome Mausam,8.8/10
Dekho Dekho Dil Ye Bole,"Adnan Sami, Shaan",Dance,Dhamaal,9.2/10
Na Main Dhan Chahun,"Geeta Dutt, Sudha Malhotra",Sad,Kala Bazar,9.2/10
Anandoloke,Clinton Cerejo,Dance,Kahaani 2,9.6/10
Kahan Chal Diye Idhar To Aao,Mohammed Rafi,Romantic,Jhuk Gaya Aasman,9.1/10
Aaya Aaya Toofan,Kishore Kumar,Dance,Toofan,8.4/10
Monta Re,Amit Trivedi,Sad,Lootera,9.7/10
Mere Mehboob Mein Kya Nahin,"Asha Bhosle, Lata Mangeshkar",Dance,Mere Mehboob,8.6/10
Kal Ki Daulat Aaj Ki Khushian,Mohammed Rafi,Dance,Asli Naqli,9.1/10
Saiyan Se Chhup Ke,"Anuradha Paudwal, Udit Narayan",Dance,Beta,6.9/10
Sau Saal Pehle,"Lata Mangeshkar, Mohammed Rafi",Romantic,Jab Pyar Kisi Se Hota Hai,9.1/10
G Phaad Ke (Remix),"Divya Kumar, Shefali Alvarez",Dance,Happy Ending,9.4/10
Mere Maula,"Kailash Kher, Richa Sharma",Sad,Khakee,9.5/10
Sajna Ve,Rahat Fateh Ali Khan,Sad,Life is Beautiful,9.4/10
Mirzya,"Akhtar Chanal Zahri, Daler Mehndi, Nooran Sisters, Sain Zahoor",Motivational,Mirzya - Dare To Love,9.0/10
Sheesha-E-Dil Itna Na Uchhalo,Lata Mangeshkar,Dance,Dil Apna Aur Preet Parai,9.0/10
Tanu Weds Manu Returns (Mashup),Various,Dance,Tanu Weds Manu Returns,9.0/10
Party All Night,Yo Yo Honey Singh,Dance,Boss,8.5/10
Party All Night (Remix),Yo Yo Honey Singh,Dance,Boss,8.5/10
